rgi_id,lake_level,image_id,image_date,inventory_doi,contributor,notes
RGI2000-v7.0-G-04-02000,0.0,LE07_L1TP_027010_20000819_20200917_02_T1,2000-08-19,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02001,0.0,LE07_L1TP_027010_20000819_20200917_02_T1,2000-08-19,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02003,0.0,LE07_L1TP_027010_20000819_20200917_02_T1,2000-08-19,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02004,0.0,LE07_L1TP_027010_20000819_20200917_02_T1,2000-08-19,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02005,0.0,LE07_L1TP_027010_20000819_20200917_02_T1,2000-08-19,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02006,0.0,LE07_L1TP_027010_20000819_20200917_02_T1,2000-08-19,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02007,0.0,LE07_L1TP_027010_20000819_20200917_02_T1,2000-08-19,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02009,0.0,LE07_L1TP_027010_20000819_20200917_02_T1,2000-08-19,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02010,0.0,LE07_L1TP_027010_20000819_20200917_02_T1,2000-08-19,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02011,0.0,LE07_L1TP_027010_20000819_20200917_02_T1,2000-08-19,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02012,0.0,LE07_L1TP_027010_20000819_20200917_02_T1,2000-08-19,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02013,0.0,LE07_L1TP_027010_20000819_20200917_02_T1,2000-08-19,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02014,0.0,LE07_L1TP_027010_20000819_20200917_02_T1,2000-08-19,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02015,0.0,LE07_L1TP_027010_20000819_20200917_02_T1,2000-08-19,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02016,0.0,LE07_L1TP_027010_20000819_20200917_02_T1,2000-08-19,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02017,0.0,LE07_L1TP_027010_20000819_20200917_02_T1,2000-08-19,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02018,0.0,LE07_L1TP_027010_20000819_20200917_02_T1,2000-08-19,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02019,0.0,LE07_L1TP_027010_20000819_20200917_02_T1,2000-08-19,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02020,0.0,LE07_L1TP_027010_20000819_20200917_02_T1,2000-08-19,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02021,0.0,LE07_L1TP_027010_20000819_20200917_02_T1,2000-08-19,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02022,0.0,LE07_L1TP_027010_20000819_20200917_02_T1,2000-08-19,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02023,0.0,LE07_L1TP_027010_20000819_20200917_02_T1,2000-08-19,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02024,0.0,LE07_L1TP_027010_20000819_20200917_02_T1,2000-08-19,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02025,0.0,LE07_L1TP_027010_20000819_20200917_02_T1,2000-08-19,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02026,0.0,LE07_L1TP_027010_20000819_20200917_02_T1,2000-08-19,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02027,0.0,LE07_L1TP_027010_20000819_20200917_02_T1,2000-08-19,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02028,0.0,LE07_L1TP_027010_20000819_20200917_02_T1,2000-08-19,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02029,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02030,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02031,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02032,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02033,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02034,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02035,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02036,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02037,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02038,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02039,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02040,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02041,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02042,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02043,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02044,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02045,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02046,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02047,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02048,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02049,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02050,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02051,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02052,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02053,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02054,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02055,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02056,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02057,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02058,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02059,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02060,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02061,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02062,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02063,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02064,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02065,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02066,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02067,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02068,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02069,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02070,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02071,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02072,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02073,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02074,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02075,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02076,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02077,0.0,LE07_L1TP_027010_20000819_20200917_02_T1,2000-08-19,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02078,0.0,LE07_L1TP_027010_20000819_20200917_02_T1,2000-08-19,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02079,0.0,LE07_L1TP_027010_20000819_20200917_02_T1,2000-08-19,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02080,0.0,LE07_L1TP_027010_20000819_20200917_02_T1,2000-08-19,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02081,0.0,LE07_L1TP_027010_20000819_20200917_02_T1,2000-08-19,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02082,0.0,LE07_L1TP_027010_20000819_20200917_02_T1,2000-08-19,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02083,0.0,LE07_L1TP_027010_20000819_20200917_02_T1,2000-08-19,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02084,0.0,LE07_L1TP_027010_20000819_20200917_02_T1,2000-08-19,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02085,0.0,LE07_L1TP_027010_20000819_20200917_02_T1,2000-08-19,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02088,0.0,LE07_L1TP_027010_20000819_20200917_02_T1,2000-08-19,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02089,0.0,LE07_L1TP_027010_20000819_20200917_02_T1,2000-08-19,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02090,0.0,LE07_L1TP_027010_20000819_20200917_02_T1,2000-08-19,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02091,0.0,LE07_L1TP_027010_20000819_20200917_02_T1,2000-08-19,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02092,0.0,LE07_L1TP_027010_20000819_20200917_02_T1,2000-08-19,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02093,0.0,LE07_L1TP_027010_20000819_20200917_02_T1,2000-08-19,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02094,0.0,LE07_L1TP_027010_20000819_20200917_02_T1,2000-08-19,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02095,0.0,LE07_L1TP_027010_20000819_20200917_02_T1,2000-08-19,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02096,0.0,LE07_L1TP_027010_20000819_20200917_02_T1,2000-08-19,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02097,0.0,LE07_L1TP_027010_20000819_20200917_02_T1,2000-08-19,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02098,0.0,LE07_L1TP_027010_20000819_20200917_02_T1,2000-08-19,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02099,0.0,LE07_L1TP_027010_20000819_20200917_02_T1,2000-08-19,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02101,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02102,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02103,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02104,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02105,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02106,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02107,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02108,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02109,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02110,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02111,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02112,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02113,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02114,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02115,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02116,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02117,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02118,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02119,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02120,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02121,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02122,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02123,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02124,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02125,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02126,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02127,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02128,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02129,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02130,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02131,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02132,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02133,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02134,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02135,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02136,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02137,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02138,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02139,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02140,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02141,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02142,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02143,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02144,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02145,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02146,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02147,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02148,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02149,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02150,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02151,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02152,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02153,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02154,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02155,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02156,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02157,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02158,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02159,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02160,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02161,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02162,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02163,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02164,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02165,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02166,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02167,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02168,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02169,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02170,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02171,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02172,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02173,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02174,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02175,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02176,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02177,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02178,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02179,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02180,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02181,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02182,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02183,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02184,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02185,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02186,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
RGI2000-v7.0-G-04-02187,0.0,LE07_L1TP_028009_20000810_20200917_02_T1,2000-08-10,,Will Kochtitzky and Kaleigh Potter,
