rgi_id,auto_term,lake_level,image_id,image_date,contributor,inventory_doi,notes
RGI2000-v7.0-G-02-00923,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-00924,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-00936,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-00937,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-00939,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-00940,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-00943,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-00944,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-00956,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-00957,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-00958,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-00983,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01000,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01001,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01002,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01029,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01030,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01031,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01032,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01033,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01034,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01035,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01036,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01037,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01038,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01039,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01040,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01041,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01042,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01043,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01044,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01052,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01055,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01056,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01067,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01068,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01069,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01085,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01086,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01087,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01088,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01089,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01090,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01091,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01092,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01093,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01094,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01095,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01096,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01097,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01098,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01099,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01100,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01101,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01102,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01104,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01105,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01106,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01107,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01108,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01109,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01110,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01111,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01112,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01113,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01114,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01115,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-01127,9,0,cloud-free mosaic,1999-2022,Armstrong,https://doi.org/10.1038/nature20584,marked based on lake flagging script
