rgi_id,auto_term,lake_level,image_id,image_date,contributor,inventory_doi,notes
RGI2000-v7.0-G-02-09713,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09714,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09715,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09716,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09717,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09718,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09719,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09720,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09721,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09722,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09723,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09724,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09725,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09726,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09727,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09729,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09730,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09731,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09732,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09733,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09734,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09735,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09738,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09739,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09741,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09742,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09743,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09744,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09745,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09746,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09747,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09748,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09749,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09750,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09751,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09752,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09753,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09754,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09755,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09756,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09759,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09760,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09761,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09763,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09764,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09765,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09766,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09767,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09770,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09771,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09773,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09774,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09775,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09776,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09780,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09781,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09782,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09783,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09784,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09785,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09787,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09788,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09789,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09795,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09796,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09797,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09798,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09800,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09803,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09806,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09808,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09810,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09811,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09812,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09813,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09816,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09817,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09818,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09819,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09824,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09826,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09828,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09831,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09832,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09833,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09834,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09835,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09836,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09837,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09838,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09839,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09840,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09842,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09844,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09845,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09846,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09847,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09848,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09849,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09850,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09852,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09854,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09856,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09859,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09860,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09861,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09862,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09863,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09864,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09865,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09869,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09871,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09873,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09874,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09875,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09876,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09877,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09878,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09879,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09880,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09881,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09882,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09883,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09884,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09887,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09890,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09891,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09893,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09894,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09895,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09898,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09900,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09901,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09902,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09904,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09905,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09906,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09907,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09908,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09909,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09911,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09915,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09916,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09921,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09922,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09924,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09925,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09926,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09928,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09929,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09930,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09931,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09932,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09933,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09935,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09936,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09937,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09938,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09939,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09940,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09941,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09942,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09943,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09944,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09945,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09946,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09947,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09949,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09951,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09953,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09956,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09957,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09958,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09959,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09960,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09961,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09962,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09963,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09966,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09967,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09968,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09969,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09971,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09972,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09977,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09978,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09981,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09982,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09983,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09984,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09985,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09990,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09991,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09993,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09994,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
RGI2000-v7.0-G-02-09995,9,0,cloud-free mosaic,1999-2022,Mathias,https://doi.org/10.1038/nature20584,marked based on lake flagging script
