file,buffer,inventory,manual,region,nglac,agree,fpos,fneg
19_subantarctic_antarctic_islands_global_song2025_automated.csv,500,song2025,6.0,19,0.0,0.0,0.0,1.0
19_subantarctic_antarctic_islands_global_zhang2024_automated.csv,500,zhang2024,22.0,19,55.0,0.6363636363636364,1.8636363636363635,0.36363636363636365
01_alaska_global_shugar2020_automated.csv,100,shugar2020,186.0,01,108.0,0.3064516129032258,0.27419354838709675,0.6935483870967742
01_alaska_global_song2025_automated.csv,100,song2025,187.0,01,714.0,0.9037433155080213,2.914438502673797,0.0962566844919786
01_alaska_global_zhang2024_automated.csv,100,zhang2024,187.0,01,212.0,0.16042780748663102,0.9732620320855615,0.839572192513369
02_western_canada_usa_global_shugar2020_automated.csv,100,shugar2020,352.0,02,199.0,0.2784090909090909,0.2869318181818182,0.7215909090909091
02_western_canada_usa_global_song2025_automated.csv,100,song2025,352.0,02,1067.0,0.8579545454545454,2.1732954545454546,0.14204545454545456
02_western_canada_usa_global_zhang2024_automated.csv,100,zhang2024,352.0,02,541.0,0.34375,1.1931818181818181,0.65625
03_arctic_canada_north_global_shugar2020_automated.csv,100,shugar2020,172.0,03,9.0,0.040697674418604654,0.011627906976744186,0.9593023255813954
03_arctic_canada_north_global_song2025_automated.csv,100,song2025,171.0,03,57.0,0.18128654970760233,0.15204678362573099,0.8187134502923976
03_arctic_canada_north_global_zhang2024_automated.csv,100,zhang2024,174.0,03,135.0,0.41379310344827586,0.3620689655172414,0.5862068965517241
04_arctic_canada_south_global_shugar2020_automated.csv,100,shugar2020,184.0,04,243.0,0.43478260869565216,0.8858695652173914,0.5652173913043478
04_arctic_canada_south_global_song2025_automated.csv,100,song2025,184.0,04,702.0,0.6847826086956522,3.130434782608696,0.31521739130434784
04_arctic_canada_south_global_zhang2024_automated.csv,100,zhang2024,184.0,04,353.0,0.41847826086956524,1.5,0.5815217391304348
05_greenland_periphery_global_shugar2020_automated.csv,100,shugar2020,286.0,05,300.0,0.32167832167832167,0.7272727272727273,0.6783216783216783
05_greenland_periphery_global_song2025_automated.csv,100,song2025,286.0,05,599.0,0.4965034965034965,1.597902097902098,0.5034965034965035
05_greenland_periphery_global_zhang2024_automated.csv,100,zhang2024,288.0,05,536.0,0.4305555555555556,1.4305555555555556,0.5694444444444444
06_iceland_global_shugar2020_automated.csv,100,shugar2020,14.0,06,7.0,0.35714285714285715,0.14285714285714285,0.6428571428571429
06_iceland_global_song2025_automated.csv,100,song2025,14.0,06,26.0,0.8571428571428571,1.0,0.14285714285714285
06_iceland_global_zhang2024_automated.csv,100,zhang2024,14.0,06,10.0,0.5714285714285714,0.14285714285714285,0.42857142857142855
07_svalbard_jan_mayen_global_shugar2020_automated.csv,100,shugar2020,60.0,07,0.0,0.0,0.0,1.0
07_svalbard_jan_mayen_global_song2025_automated.csv,100,song2025,60.0,07,0.0,0.0,0.0,1.0
07_svalbard_jan_mayen_global_zhang2024_automated.csv,100,zhang2024,60.0,07,26.0,0.21666666666666667,0.21666666666666667,0.7833333333333333
08_scandinavia_global_shugar2020_automated.csv,100,shugar2020,227.0,08,149.0,0.28193832599118945,0.3744493392070485,0.7180616740088106
08_scandinavia_global_song2025_automated.csv,100,song2025,227.0,08,395.0,0.8193832599118943,0.920704845814978,0.18061674008810572
08_scandinavia_global_zhang2024_automated.csv,100,zhang2024,227.0,08,155.0,0.40969162995594716,0.27312775330396477,0.5903083700440529
09_russian_arctic_global_shugar2020_automated.csv,100,shugar2020,32.0,09,32.0,0.53125,0.46875,0.46875
09_russian_arctic_global_song2025_automated.csv,100,song2025,32.0,09,39.0,0.65625,0.5625,0.34375
09_russian_arctic_global_zhang2024_automated.csv,100,zhang2024,32.0,09,23.0,0.25,0.46875,0.75
10_north_asia_global_shugar2020_automated.csv,100,shugar2020,69.0,10,28.0,0.13043478260869565,0.2753623188405797,0.8695652173913043
10_north_asia_global_song2025_automated.csv,100,song2025,69.0,10,206.0,0.8115942028985508,2.1739130434782608,0.18840579710144928
10_north_asia_global_zhang2024_automated.csv,100,zhang2024,69.0,10,94.0,0.5362318840579711,0.8260869565217391,0.463768115942029
11_central_europe_global_shugar2020_automated.csv,100,shugar2020,66.0,11,10.0,0.09090909090909091,0.06060606060606061,0.9090909090909091
11_central_europe_global_song2025_automated.csv,100,song2025,66.0,11,87.0,0.6060606060606061,0.7121212121212122,0.3939393939393939
11_central_europe_global_zhang2024_automated.csv,100,zhang2024,66.0,11,18.0,0.10606060606060606,0.16666666666666666,0.8939393939393939
12_caucasus_middle_east_global_shugar2020_automated.csv,100,shugar2020,11.0,12,3.0,0.18181818181818182,0.09090909090909091,0.8181818181818182
12_caucasus_middle_east_global_song2025_automated.csv,100,song2025,11.0,12,36.0,0.45454545454545453,2.8181818181818183,0.5454545454545454
12_caucasus_middle_east_global_zhang2024_automated.csv,100,zhang2024,11.0,12,7.0,0.09090909090909091,0.5454545454545454,0.9090909090909091
13_central_asia_global_shugar2020_automated.csv,100,shugar2020,715.0,13,227.0,0.1972027972027972,0.12027972027972028,0.8027972027972028
13_central_asia_global_song2025_automated.csv,100,song2025,715.0,13,1619.0,0.6783216783216783,1.586013986013986,0.32167832167832167
13_central_asia_global_zhang2024_automated.csv,100,zhang2024,715.0,13,732.0,0.42377622377622376,0.6,0.5762237762237762
14_south_asia_west_global_shugar2020_automated.csv,100,shugar2020,337.0,14,67.0,0.17507418397626112,0.02373887240356083,0.8249258160237388
14_south_asia_west_global_song2025_automated.csv,100,song2025,337.0,14,567.0,0.7329376854599406,0.9495548961424333,0.26706231454005935
14_south_asia_west_global_zhang2024_automated.csv,100,zhang2024,337.0,14,306.0,0.5103857566765578,0.39762611275964393,0.4896142433234421
15_south_asia_east_global_shugar2020_automated.csv,100,shugar2020,420.0,15,265.0,0.430952380952381,0.2,0.569047619047619
15_south_asia_east_global_song2025_automated.csv,100,song2025,420.0,15,808.0,0.7333333333333333,1.1904761904761905,0.26666666666666666
15_south_asia_east_global_zhang2024_automated.csv,100,zhang2024,420.0,15,439.0,0.5047619047619047,0.5404761904761904,0.49523809523809526
