rgi_id,term_type,lake_cat,image_id,image_date,inventory_doi,contributor,notes
RGI2000-v7.0-G-08-00396,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00397,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00398,2,3,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00399,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00400,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00401,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00402,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00403,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00404,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00405,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00406,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00407,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00408,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00409,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00410,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00411,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00412,9,3,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00413,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00414,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00415,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00416,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00417,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00418,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00419,9,3,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00420,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00421,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00422,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00423,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00424,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00425,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00426,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00427,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00428,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00429,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00430,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00431,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00432,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00433,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00434,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00435,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00436,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00437,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00438,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00439,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00440,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00441,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00442,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00443,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00444,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00445,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00446,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00447,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00448,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00449,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00450,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00451,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00452,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00453,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00454,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00455,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00456,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00457,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00458,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00459,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00460,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00461,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00462,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00463,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00464,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00465,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00466,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00467,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00468,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00469,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00470,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00471,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00472,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00473,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00474,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00475,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00476,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00477,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00478,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00479,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00480,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00481,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00482,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00483,9,3,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00484,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00485,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00486,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00487,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00488,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00489,2,3,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00490,2,3,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00491,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00492,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00493,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00494,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00495,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00496,2,2,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00497,2,3,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00498,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00499,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00500,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00501,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00502,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00503,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00504,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00505,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00506,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00507,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00508,9,0,LE07_L1TP_197013_19990909_20200918_02_T1,1999-09-09,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00509,9,0,LE07_L1TP_197013_19990909_20200918_02_T1,1999-09-09,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00510,9,0,LE07_L1TP_197013_19990909_20200918_02_T1,1999-09-09,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00511,9,0,LE07_L1TP_197013_19990909_20200918_02_T1,1999-09-09,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00512,9,0,LE07_L1TP_197013_19990909_20200918_02_T1,1999-09-09,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00513,9,0,LE07_L1TP_197013_19990909_20200918_02_T1,1999-09-09,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00514,9,0,LE07_L1TP_197013_19990909_20200918_02_T1,1999-09-09,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00515,9,0,LE07_L1TP_197013_19990909_20200918_02_T1,1999-09-09,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00516,2,3,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00517,9,2,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00518,9,0,LE07_L1TP_197013_19990909_20200918_02_T1,1999-09-09,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00519,9,0,LE07_L1TP_197013_19990909_20200918_02_T1,1999-09-09,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00520,9,0,LE07_L1TP_197013_19990909_20200918_02_T1,1999-09-09,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00521,9,0,LE07_L1TP_197013_19990909_20200918_02_T1,1999-09-09,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00522,9,0,LE07_L1TP_197013_19990909_20200918_02_T1,1999-09-09,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00523,9,0,LE07_L1TP_197013_19990909_20200918_02_T1,1999-09-09,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00524,9,0,LE07_L1TP_197013_19990909_20200918_02_T1,1999-09-09,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00525,9,0,LE07_L1TP_197013_19990909_20200918_02_T1,1999-09-09,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00526,9,0,LE07_L1TP_197013_19990909_20200918_02_T1,1999-09-09,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00527,9,0,LE07_L1TP_197013_19990909_20200918_02_T1,1999-09-09,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00528,9,0,LE07_L1TP_197013_19990909_20200918_02_T1,1999-09-09,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00529,9,0,LE07_L1TP_197013_19990909_20200918_02_T1,1999-09-09,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00530,2,3,LE07_L1TP_197013_19990909_20200918_02_T1,1999-09-09,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00531,9,0,LE07_L1TP_197013_19990909_20200918_02_T1,1999-09-09,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00532,9,0,LE07_L1TP_197013_19990909_20200918_02_T1,1999-09-09,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00533,9,0,LE07_L1TP_197013_19990909_20200918_02_T1,1999-09-09,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00534,9,0,LE07_L1TP_197013_19990909_20200918_02_T1,1999-09-09,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00535,9,0,LE07_L1TP_197013_19990909_20200918_02_T1,1999-09-09,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00536,9,0,LE07_L1TP_197013_19990909_20200918_02_T1,1999-09-09,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00537,9,0,LE07_L1TP_197013_19990909_20200918_02_T1,1999-09-09,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00538,9,0,LE07_L1TP_197013_19990909_20200918_02_T1,1999-09-09,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00539,9,0,LE07_L1TP_197013_19990909_20200918_02_T1,1999-09-09,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00540,9,0,LE07_L1TP_197013_19990909_20200918_02_T1,1999-09-09,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00541,9,0,LE07_L1TP_197013_20000725_20200917_02_T1,2000-07-25,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00542,9,0,LE07_L1TP_197013_20000725_20200917_02_T1,2000-07-25,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00543,9,0,LE07_L1TP_197013_20000725_20200917_02_T1,2000-07-25,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00544,9,0,LE07_L1TP_197013_20000725_20200917_02_T1,2000-07-25,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00545,2,0,LE07_L1TP_197013_20000725_20200917_02_T1,2000-07-25,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00546,9,0,LE07_L1TP_197013_20000725_20200917_02_T1,2000-07-25,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00547,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00548,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00549,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00550,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00551,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00552,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00553,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00554,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00555,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00556,2,3,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00557,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00558,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00559,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00560,2,3,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00561,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00562,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00563,2,3,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00564,2,3,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00565,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00566,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00567,9,3,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00568,9,3,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00569,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00570,2,3,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00571,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00572,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00573,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
RGI2000-v7.0-G-08-00574,9,0,LE07_L1TP_199013_19990907_20200918_02_T1,1999-09-07,https://hdl.handle.net/11250/2828423,McNabb,
