rgi_id,src_date,area_km2,auto_term,lake_level,image_id,image_date,inventory_doi,contributor,contributor,contributor,contributor
RGI2000-v7.0-G-03-03856,1999-07-31T00:00:00,2.099439867001103,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03857,1999-07-31T00:00:00,3.220176864630268,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03858,1999-07-31T00:00:00,4.559087089899778,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03859,1999-07-31T00:00:00,17.809048262590824,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03860,1999-07-31T00:00:00,6.362416630680106,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03861,1999-07-31T00:00:00,2.550523056347182,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03862,1999-07-31T00:00:00,11.502765150733202,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03863,1999-07-31T00:00:00,0.519914000832412,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03864,1999-07-31T00:00:00,0.868000976448887,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03865,1999-07-31T00:00:00,2.04300877740603,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03866,1999-07-31T00:00:00,5.360705147503696,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03867,1999-07-31T00:00:00,0.949740814785553,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03868,1999-07-31T00:00:00,1.057929521736378,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03869,1999-07-31T00:00:00,5.627239892449004,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03870,1999-07-31T00:00:00,4.230820971620972,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03871,1999-07-31T00:00:00,0.465539062789352,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03872,1999-07-31T00:00:00,0.411039397353401,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03873,1999-07-31T00:00:00,0.22075531067286,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03874,1999-07-31T00:00:00,13.504557118156233,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03875,1999-07-31T00:00:00,0.475611405722673,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03876,1999-07-31T00:00:00,5.82169224490328,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03877,1999-07-31T00:00:00,2.434063322330394,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03878,1999-07-31T00:00:00,5.08719705698295,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03879,1999-07-31T00:00:00,0.491624474295928,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03880,1999-07-31T00:00:00,90.52341863137335,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03881,1999-07-31T00:00:00,13.817807577669251,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03882,1999-07-31T00:00:00,27.41793154270168,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03883,1999-07-31T00:00:00,1.623229027771332,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03884,1999-07-31T00:00:00,0.384644775272909,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03885,1999-07-31T00:00:00,1.137354009250381,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03886,1999-07-31T00:00:00,4.526341988664542,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03887,1999-07-31T00:00:00,3.346697323457394,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03888,1999-07-31T00:00:00,3.854230808059944,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03889,1999-07-31T00:00:00,1.850998215818485,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03890,1999-07-31T00:00:00,2.888621729495401,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03891,1999-07-31T00:00:00,0.166395246354916,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03892,1999-07-31T00:00:00,0.918027867986543,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03893,1999-07-31T00:00:00,1.420103564995895,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03894,1999-07-31T00:00:00,1.198102484533776,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03895,1999-07-31T00:00:00,0.585741187766265,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03896,1999-07-31T00:00:00,16.24903186152312,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03897,1999-07-31T00:00:00,2.701014363466217,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03898,1999-07-31T00:00:00,0.424135891908943,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03899,1999-07-21T00:00:00,210.74659190503078,9,1,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03900,1999-07-21T00:00:00,10.90803812017612,9,3,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03901,1999-07-21T00:00:00,7.059320633181562,9,2,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03902,1999-07-21T00:00:00,1.24561891076206,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03903,1999-07-21T00:00:00,16.356146852836787,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03904,1999-07-21T00:00:00,91.36117580178667,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03905,1999-07-21T00:00:00,0.349556983583617,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03906,1999-07-21T00:00:00,1.039815429355026,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03907,1999-07-21T00:00:00,0.155055254430462,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03908,1999-07-21T00:00:00,0.083456740775484,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03909,1999-07-31T00:00:00,0.355042123351509,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03910,1999-07-31T00:00:00,10.021437399440021,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03911,1999-07-31T00:00:00,14.181235359243367,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03912,1999-07-31T00:00:00,2.839605770925984,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03913,1999-07-31T00:00:00,0.785113955977556,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03914,1999-07-31T00:00:00,0.578876449382518,9,1,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03915,1999-07-31T00:00:00,0.779925288476046,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03916,1999-07-31T00:00:00,2.758688645928333,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03917,1999-07-31T00:00:00,0.164106722394611,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03918,1999-07-31T00:00:00,1.836624774971636,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03919,1999-07-31T00:00:00,0.913378213888421,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03920,1999-07-31T00:00:00,1.129067794987519,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03921,1999-07-31T00:00:00,0.237785595130347,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03922,1999-07-31T00:00:00,0.469841092439196,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03923,1999-07-31T00:00:00,0.105151306066795,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03924,1999-07-31T00:00:00,0.187868207446263,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03925,1999-07-31T00:00:00,0.231785216232634,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03926,1999-07-31T00:00:00,0.182420307344683,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03927,1999-07-31T00:00:00,1.355522956649631,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03928,1999-07-31T00:00:00,0.67026502622815,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03929,1999-07-31T00:00:00,1.466561073531791,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03930,1999-07-31T00:00:00,0.419895809212403,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03931,1999-07-31T00:00:00,4.615737881018794,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03932,1999-07-31T00:00:00,4.618763389442256,9,2,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03933,1999-07-31T00:00:00,1.345609262842527,9,1,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03934,1999-07-31T00:00:00,1.498307746720786,9,1,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03935,1999-07-31T00:00:00,4.54768461726795,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03936,1999-07-31T00:00:00,0.315250206027071,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03937,1999-07-31T00:00:00,0.926143208986805,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03938,1999-07-31T00:00:00,2.756449804025086,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03939,1999-07-31T00:00:00,4.353365902392432,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03940,1999-07-31T00:00:00,0.359844115217633,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03941,1999-07-31T00:00:00,0.26989722834983,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03942,1999-07-31T00:00:00,1.730607704248644,9,2,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03943,1999-07-31T00:00:00,7.054146502316964,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03944,1999-07-31T00:00:00,3.759544487531343,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03945,1999-07-31T00:00:00,27.809763169311573,9,3,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03946,1999-07-31T00:00:00,36.29503547980662,9,3,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03947,1999-07-31T00:00:00,7.183801938142024,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03948,1999-07-31T00:00:00,119.31111541260859,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03949,1999-07-31T00:00:00,21.524871461168676,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03950,1999-07-31T00:00:00,3.543343315760661,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03951,1999-07-31T00:00:00,2.13201774782245,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03952,1999-07-31T00:00:00,26.614417712251225,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03953,1999-07-31T00:00:00,46.70498516583231,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03954,1999-07-31T00:00:00,4.014825146082735,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03955,1999-07-31T00:00:00,8.569680238199147,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03956,1999-07-31T00:00:00,11.844956964004764,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03957,1999-07-31T00:00:00,5.833283573120984,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03958,1999-07-31T00:00:00,8.794466110621634,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03959,1999-07-31T00:00:00,4.596663878471924,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03960,1999-07-31T00:00:00,2.044196280885969,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03961,1999-07-31T00:00:00,1.112738725583142,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03962,1999-07-31T00:00:00,0.506354252453347,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03963,1999-07-31T00:00:00,7.094185375285356,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03964,1999-07-31T00:00:00,9.38130721093449,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03965,1999-07-31T00:00:00,5.497291006578972,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03966,1999-07-31T00:00:00,7.24303416146932,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-03967,1999-07-31T00:00:00,107.79295005662057,9,0,LE07_L1TP_049001_19990710_20200918_02_T1,1999-07-10,,Whyjay Zheng and Will Kochtitzky,zheng,Whyjay Zheng and Will Kochtitzky,zheng
