rgi_id,lake_cat,image_id,image_date,inventory_doi,contributor,comments,notes
RGI2000-v7.0-G-05-04663,3,LE07_L2SP_004016_20010922_20200917_02_T1_SR_B2,2001-09-22,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04664,0,LE07_L2SP_004016_20010922_20200917_02_T1_SR_B2,2001-09-22,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04665,0,LE07_L2SP_004016_20010922_20200917_02_T1_SR_B2,2001-09-22,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04666,2,LE07_L2SP_004016_20010922_20200917_02_T1_SR_B2,2001-09-22,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04667,0,LE07_L2SP_004016_20010922_20200917_02_T1_SR_B2,2001-09-22,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04668,0,LE07_L2SP_004016_20010922_20200917_02_T1_SR_B2,2001-09-22,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04669,0,LE07_L2SP_004016_20010922_20200917_02_T1_SR_B2,2001-09-22,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04670,0,LE07_L2SP_004016_20010922_20200917_02_T1_SR_B2,2001-09-22,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04671,0,LE07_L2SP_004016_20010922_20200917_02_T1_SR_B2,2001-09-22,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04672,0,LE07_L2SP_004016_20010922_20200917_02_T1_SR_B2,2001-09-22,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04673,0,LE07_L2SP_004016_20010922_20200917_02_T1_SR_B2,2001-09-22,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04674,0,LE07_L2SP_004016_20010922_20200917_02_T1_SR_B2,2001-09-22,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04675,0,LE07_L2SP_004016_20010922_20200917_02_T1_SR_B2,2001-09-22,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04676,0,LE07_L2SP_004016_20010922_20200917_02_T1_SR_B2,2001-09-22,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04677,0,LE07_L2SP_004016_20010922_20200917_02_T1_SR_B2,2001-09-22,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04678,0,LE07_L2SP_004016_20010922_20200917_02_T1_SR_B2,2001-09-22,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04679,0,LE07_L2SP_004016_20010922_20200917_02_T1_SR_B2,2001-09-22,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04680,0,LE07_L2SP_004016_20010922_20200917_02_T1_SR_B2,2001-09-22,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04681,0,LE07_L2SP_004016_20010922_20200917_02_T1_SR_B2,2001-09-22,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04682,0,LE07_L2SP_004016_20010922_20200917_02_T1_SR_B2,2001-09-22,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04683,0,LE07_L2SP_004016_20010922_20200917_02_T1_SR_B2,2001-09-22,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04684,0,LE07_L2SP_004016_20010922_20200917_02_T1_SR_B2,2001-09-22,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04685,0,LE07_L2SP_004016_20010922_20200917_02_T1_SR_B2,2001-09-22,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04686,0,LE07_L2SP_004016_20010922_20200917_02_T1_SR_B2,2001-09-22,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04687,0,LE07_L2SP_004016_20010922_20200917_02_T1_SR_B2,2001-09-22,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04688,0,LE07_L2SP_004016_20010922_20200917_02_T1_SR_B2,2001-09-22,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04689,0,LE07_L2SP_004016_20010922_20200917_02_T1_SR_B2,2001-09-22,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04690,0,LE07_L2SP_004016_20010922_20200917_02_T1_SR_B2,2001-09-22,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04691,3,LE07_L2SP_004016_20010922_20200917_02_T1_SR_B2,2001-09-22,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04692,0,LE07_L2SP_004016_20010922_20200917_02_T1_SR_B2,2001-09-22,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04693,0,LE07_L2SP_004016_20010922_20200917_02_T1_SR_B2,2001-09-22,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04694,3,LE07_L2SP_004016_20010922_20200917_02_T1_SR_B2,2001-09-22,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04695,0,LE07_L2SP_004016_20010922_20200917_02_T1_SR_B2,2001-09-22,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04696,0,LE07_L2SP_004016_20010922_20200917_02_T1_SR_B2,2001-09-22,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04697,0,LE07_L2SP_004016_20010922_20200917_02_T1_SR_B2,2001-09-22,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04698,0,LE07_L2SP_006015_20010803_20200917_02_T1_SR_B2,2001-08-03,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04699,0,LE07_L2SP_006015_20010803_20200917_02_T1_SR_B2,2001-08-03,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04700,0,LE07_L2SP_006015_20010803_20200917_02_T1_SR_B2,2001-08-03,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04701,0,LE07_L2SP_006015_20010803_20200917_02_T1_SR_B2,2001-08-03,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04702,0,LE07_L2SP_006015_20010803_20200917_02_T1_SR_B2,2001-08-03,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04703,0,LE07_L2SP_006015_20010803_20200917_02_T1_SR_B2,2001-08-03,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04704,0,LE07_L2SP_006015_20010803_20200917_02_T1_SR_B2,2001-08-03,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04705,0,LE07_L2SP_006015_20010803_20200917_02_T1_SR_B2,2001-08-03,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04706,0,LE07_L2SP_006015_20010803_20200917_02_T1_SR_B2,2001-08-03,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04707,0,LE07_L2SP_006015_20010803_20200917_02_T1_SR_B2,2001-08-03,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04708,0,LE07_L2SP_006015_20010803_20200917_02_T1_SR_B2,2001-08-03,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04709,0,LE07_L2SP_006015_20010803_20200917_02_T1_SR_B2,2001-08-03,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04710,0,LE07_L2SP_006015_20010803_20200917_02_T1_SR_B2,2001-08-03,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04711,3,LE07_L2SP_006015_20010803_20200917_02_T1_SR_B2,2001-08-03,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04712,0,LE07_L2SP_006015_20010803_20200917_02_T1_SR_B2,2001-08-03,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04713,0,LE07_L2SP_006015_20010803_20200917_02_T1_SR_B2,2001-08-03,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04714,0,LE07_L2SP_006015_20010803_20200917_02_T1_SR_B2,2001-08-03,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04715,3,LE07_L2SP_006015_20010803_20200917_02_T1_SR_B2,2001-08-03,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04716,0,LE07_L2SP_006015_20010803_20200917_02_T1_SR_B2,2001-08-03,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04717,1,LE07_L2SP_006015_20010803_20200917_02_T1_SR_B2,2001-08-03,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04718,0,LE07_L2SP_006015_20010803_20200917_02_T1_SR_B2,2001-08-03,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04719,0,LE07_L2SP_006015_20010803_20200917_02_T1_SR_B2,2001-08-03,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04720,0,LE07_L2SP_006015_20010803_20200917_02_T1_SR_B2,2001-08-03,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04721,0,LE07_L2SP_006015_20010803_20200917_02_T1_SR_B2,2001-08-03,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04722,0,LE07_L2SP_006015_20010803_20200917_02_T1_SR_B2,2001-08-03,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04723,0,LE07_L2SP_006015_20010803_20200917_02_T1_SR_B2,2001-08-03,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04724,0,LE07_L2SP_006015_20010803_20200917_02_T1_SR_B2,2001-08-03,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04725,0,LE07_L2SP_006015_20010803_20200917_02_T1_SR_B2,2001-08-03,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04726,0,LE07_L2SP_006015_20010803_20200917_02_T1_SR_B2,2001-08-03,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04727,0,LE07_L2SP_006015_20010803_20200917_02_T1_SR_B2,2001-08-03,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04728,0,LE07_L2SP_006015_20010803_20200917_02_T1_SR_B2,2001-08-03,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04729,0,LE07_L2SP_006015_20010803_20200917_02_T1_SR_B2,2001-08-03,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04730,3,LE07_L2SP_006015_20010803_20200917_02_T1_SR_B2,2001-08-03,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04731,0,LE07_L2SP_006015_20010803_20200917_02_T1_SR_B2,2001-08-03,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04732,3,LE07_L2SP_006015_20010803_20200917_02_T1_SR_B2,2001-08-03,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04733,0,LE07_L2SP_006015_20010803_20200917_02_T1_SR_B2,2001-08-03,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04734,3,LE07_L2SP_006015_20010803_20200917_02_T1_SR_B2,2001-08-03,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04735,0,LE07_L2SP_006015_20010803_20200917_02_T1_SR_B2,2001-08-03,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04736,0,LE07_L2SP_006015_20010803_20200917_02_T1_SR_B2,2001-08-03,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04737,0,LE07_L2SP_006015_20010803_20200917_02_T1_SR_B2,2001-08-03,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04738,0,LE07_L2SP_006015_20010803_20200917_02_T1_SR_B2,2001-08-03,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04739,0,LE07_L2SP_006015_20010803_20200917_02_T1_SR_B2,2001-08-03,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04740,0,LE07_L2SP_006015_20010803_20200917_02_T1_SR_B2,2001-08-03,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04741,0,LE07_L2SP_006015_20010803_20200917_02_T1_SR_B2,2001-08-03,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04742,3,LE07_L2SP_006015_20010803_20200917_02_T1_SR_B2,2001-08-03,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04743,0,LE07_L2SP_006015_20010803_20200917_02_T1_SR_B2,2001-08-03,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04744,3,LE07_L2SP_006015_20010803_20200917_02_T1_SR_B2,2001-08-03,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04745,0,LE07_L2SP_006015_20010803_20200917_02_T1_SR_B2,2001-08-03,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04746,0,LE07_L2SP_006015_20010803_20200917_02_T1_SR_B2,2001-08-03,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04747,0,LE07_L2SP_006015_20010803_20200917_02_T1_SR_B2,2001-08-03,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04748,2,LE07_L2SP_006016_20010803_20200917_02_T1_SR_B2,2001-08-03,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
RGI2000-v7.0-G-05-04749,2,LE07_L2SP_006016_20010803_20200917_02_T1_SR_B2,2001-08-03,https://doi.org/10.1038/s41598-021-83509-1,Steiner,,
