rgi_id,lake_terminating_level,image_id,image_date,inventory_doi,contributor,comments
RGI2000-v7.0-G-12-00073,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00074,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00075,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00076,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00077,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00078,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00079,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00080,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00081,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00082,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00083,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00084,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00085,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00086,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00087,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00088,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00089,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00090,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00091,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00092,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00093,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00094,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00095,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00096,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00097,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00098,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00099,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00100,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00101,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00102,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00103,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00104,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00105,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00106,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00107,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00108,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00109,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00110,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00111,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00112,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00113,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00114,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00115,3,,,,Levan Tielidze,Small lake
RGI2000-v7.0-G-12-00116,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00117,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00118,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00119,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00120,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00121,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00122,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00123,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00124,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00125,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00126,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00127,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00128,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00129,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00130,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00131,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00132,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00133,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00134,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00135,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00136,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00137,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00138,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00139,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00140,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00141,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00142,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00143,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00144,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00145,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00146,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00147,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00148,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00149,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00150,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00151,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00152,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00153,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00154,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00155,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00156,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00157,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00158,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00159,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00160,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00161,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00162,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00163,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00164,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00165,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00166,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00167,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00168,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00169,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00170,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00171,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00172,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00173,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00174,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00175,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00176,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00177,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00178,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00179,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00180,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00181,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00182,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00183,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00184,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00185,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00186,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00187,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00188,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00189,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00190,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00191,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00192,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00193,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00194,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00195,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00196,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00197,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00198,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00199,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00200,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00201,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00202,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00203,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00204,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00205,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00206,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00207,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00208,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00209,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00210,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00211,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00212,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00213,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00214,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00215,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00216,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00217,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00218,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00219,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00220,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00221,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00222,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00223,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00224,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00225,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00226,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00227,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00228,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00229,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00230,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00231,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00232,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00233,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00234,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00235,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00236,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00237,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00238,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00239,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00240,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00241,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00242,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00243,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00244,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00245,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00246,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00247,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00248,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00249,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00250,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00251,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00252,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00253,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00254,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00255,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00256,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00257,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00258,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00259,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00260,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00261,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00262,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00263,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00264,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00265,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00266,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00267,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00268,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00269,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00270,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00271,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00272,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00273,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00274,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00275,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00276,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00277,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00278,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00279,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00280,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00281,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00282,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00283,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00284,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00285,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00286,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00287,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00288,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00289,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00290,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00291,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00292,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00293,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00294,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00295,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00296,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00297,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00298,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00299,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00300,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00301,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00302,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00303,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00304,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00305,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00306,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00307,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00308,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00309,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00310,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00311,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00312,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00313,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00314,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00315,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00316,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00317,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00318,3,,,,Levan Tielidze,Small lake
RGI2000-v7.0-G-12-00319,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00320,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00321,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00322,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00323,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00324,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00325,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00326,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00327,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00328,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00329,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00330,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00331,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00332,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00333,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00334,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00335,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00336,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00337,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00338,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00339,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00340,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00341,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00342,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00343,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00344,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00345,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00346,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00347,3,,,,Levan Tielidze,Small lake
RGI2000-v7.0-G-12-00348,3,,,,Levan Tielidze,Small lake
RGI2000-v7.0-G-12-00349,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00350,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00351,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00352,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00353,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00354,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00355,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00356,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00357,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00358,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00359,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00360,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00361,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00362,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00363,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00364,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00365,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00366,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00367,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00368,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00369,3,,,,Levan Tielidze,Small lake
RGI2000-v7.0-G-12-00370,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00371,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00372,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00373,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00374,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00375,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00376,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00377,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00378,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00379,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00380,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00381,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00382,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00383,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00384,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00385,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00386,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00387,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00388,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00389,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00390,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00391,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00392,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00393,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00394,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00395,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00396,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00397,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00398,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00399,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00400,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00401,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00402,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00403,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00404,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00405,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00406,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00407,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00408,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00409,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00410,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00411,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00412,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00413,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00414,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00415,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00416,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00417,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00418,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00419,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00420,0,,,,Levan Tielidze,
RGI2000-v7.0-G-12-00421,0,,,,Levan Tielidze,
