rgi_id,auto_term,image_id,lake_level,image_date,contributor,src_date,area_km2,inventory_doi,contributor.1,contributor.2,contributor.3
RGI2000-v7.0-G-03-00083,9,LE07_L1TP_055247_20000620_20200918_02_T1,0,2000-06-20,Whyjay Zheng and Will Kochtitzky,1999-07-24T00:00:00,1.116969854381044,,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-00084,9,LE07_L1TP_055247_20000620_20200918_02_T1,0,2000-06-20,Whyjay Zheng and Will Kochtitzky,1999-07-24T00:00:00,1.436650260487262,,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-00085,9,LE07_L1TP_055247_20000620_20200918_02_T1,0,2000-06-20,Whyjay Zheng and Will Kochtitzky,1999-07-24T00:00:00,2.85512506562168,,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-00086,9,LE07_L1TP_055247_20000620_20200918_02_T1,0,2000-06-20,Whyjay Zheng and Will Kochtitzky,1999-07-24T00:00:00,0.425478716954483,,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-00087,9,LE07_L1TP_055247_20000620_20200918_02_T1,0,2000-06-20,Whyjay Zheng and Will Kochtitzky,1999-07-24T00:00:00,1.944266431140618,,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-00088,9,LE07_L1TP_055247_20000620_20200918_02_T1,0,2000-06-20,Whyjay Zheng and Will Kochtitzky,1999-07-24T00:00:00,0.350809747823493,,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-00089,9,LE07_L1TP_055247_20000620_20200918_02_T1,0,2000-06-20,Whyjay Zheng and Will Kochtitzky,1999-07-24T00:00:00,1.43162081381323,,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-00090,9,LE07_L1TP_055247_20000620_20200918_02_T1,0,2000-06-20,Whyjay Zheng and Will Kochtitzky,1999-07-24T00:00:00,0.537005111381845,,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-00091,9,LE07_L1TP_055247_20000620_20200918_02_T1,0,2000-06-20,Whyjay Zheng and Will Kochtitzky,1999-07-24T00:00:00,0.253654542851943,,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-00092,9,LE07_L1TP_055247_20000620_20200918_02_T1,0,2000-06-20,Whyjay Zheng and Will Kochtitzky,1999-07-24T00:00:00,1.322863707608644,,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-00093,9,LE07_L1TP_055247_20000620_20200918_02_T1,0,2000-06-20,Whyjay Zheng and Will Kochtitzky,1999-07-24T00:00:00,5.886114323617542,,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-00094,9,LE07_L1TP_055247_20000620_20200918_02_T1,0,2000-06-20,Whyjay Zheng and Will Kochtitzky,1999-07-24T00:00:00,3.565506279419722,,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-00095,9,LE07_L1TP_055247_20000620_20200918_02_T1,0,2000-06-20,Whyjay Zheng and Will Kochtitzky,1999-07-24T00:00:00,0.26136855563562,,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-00096,9,LE07_L1TP_055247_20000620_20200918_02_T1,0,2000-06-20,Whyjay Zheng and Will Kochtitzky,1999-07-24T00:00:00,1.207279184383131,,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-00097,9,LE07_L1TP_055247_20000620_20200918_02_T1,0,2000-06-20,Whyjay Zheng and Will Kochtitzky,1999-07-24T00:00:00,0.334721686772441,,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-00098,9,LE07_L1TP_055247_20000620_20200918_02_T1,0,2000-06-20,Whyjay Zheng and Will Kochtitzky,1999-07-24T00:00:00,0.21637353951249,,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-00099,9,LE07_L1TP_055247_20000620_20200918_02_T1,0,2000-06-20,Whyjay Zheng and Will Kochtitzky,1999-07-24T00:00:00,0.289955661333937,,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-00100,9,LE07_L1TP_055247_20000620_20200918_02_T1,0,2000-06-20,Whyjay Zheng and Will Kochtitzky,1999-07-24T00:00:00,0.244522580043601,,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-00101,9,LE07_L1TP_055247_20000620_20200918_02_T1,0,2000-06-20,Whyjay Zheng and Will Kochtitzky,1999-07-24T00:00:00,0.429450327185375,,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-00102,9,LE07_L1TP_055247_20000620_20200918_02_T1,0,2000-06-20,Whyjay Zheng and Will Kochtitzky,1999-07-24T00:00:00,0.383069924600742,,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-00103,9,LE07_L1TP_055247_20000620_20200918_02_T1,0,2000-06-20,Whyjay Zheng and Will Kochtitzky,1999-07-24T00:00:00,0.366112391098488,,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-00104,9,LE07_L1TP_055247_20000620_20200918_02_T1,0,2000-06-20,Whyjay Zheng and Will Kochtitzky,1999-07-24T00:00:00,0.621175861656577,,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-00105,9,LE07_L1TP_055247_20000620_20200918_02_T1,0,2000-06-20,Whyjay Zheng and Will Kochtitzky,1999-07-24T00:00:00,0.339247526388352,,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-00106,9,LE07_L1TP_055247_20000620_20200918_02_T1,0,2000-06-20,Whyjay Zheng and Will Kochtitzky,1999-07-24T00:00:00,0.108466416261858,,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-00107,9,LE07_L1TP_055247_20000620_20200918_02_T1,0,2000-06-20,Whyjay Zheng and Will Kochtitzky,1999-07-24T00:00:00,2.423125556059144,,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-00108,9,LE07_L1TP_055247_20000620_20200918_02_T1,1,2000-06-20,Whyjay Zheng and Will Kochtitzky,1999-07-24T00:00:00,1.659148603272528,,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-00109,9,LE07_L1TP_055247_20000620_20200918_02_T1,0,2000-06-20,Whyjay Zheng and Will Kochtitzky,1999-07-24T00:00:00,0.278022633078945,,zheng,Whyjay Zheng and Will Kochtitzky,zheng
RGI2000-v7.0-G-03-00110,9,LE07_L1TP_055247_20000620_20200918_02_T1,0,2000-06-20,Whyjay Zheng and Will Kochtitzky,1999-07-24T00:00:00,0.694399380934285,,zheng,Whyjay Zheng and Will Kochtitzky,zheng
