rgi_id,auto_term,lake_cat,image_id,image_date,inventory_doi,contributor,notes
RGI2000-v7.0-G-09-00051,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00052,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00053,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00054,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00055,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00056,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00057,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00058,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00059,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00060,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00061,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00062,,2.0,LE07_L1GT_198002_20000817_20170210_01_T2,2000-08-17,,"28,12,15,11",
RGI2000-v7.0-G-09-00063,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00064,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00065,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00066,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00067,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00068,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00069,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00070,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00071,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00072,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00073,,0.0,LE07_L1TP_196248_20010721_20200917_02_T1,2001-07-21,,"28,12",
RGI2000-v7.0-G-09-00074,,0.0,LE07_L1TP_196248_20010721_20200917_02_T1,2001-07-21,,"28,12",
RGI2000-v7.0-G-09-00075,,0.0,LE07_L1TP_196248_20010721_20200917_02_T1,2001-07-21,,"28,12",
RGI2000-v7.0-G-09-00076,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00077,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00078,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00079,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00080,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00081,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00082,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00083,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00084,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00085,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00086,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00087,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00088,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
RGI2000-v7.0-G-09-00089,,0.0,LE07_L1TP_198002_20000817_20200917_02_T1,2000-08-17,,"28,12",
