rgi_id,lake_level,image_id,image_date,inventory_doi,contributor
RGI2000-v7.0-G-17-00064,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00065,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00066,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00067,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00068,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00069,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00070,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00071,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00072,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00073,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00074,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00075,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00076,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00077,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00078,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00079,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00080,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00081,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00082,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00083,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00084,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00085,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00086,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00087,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00088,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00089,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00090,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00091,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00092,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00093,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00094,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00095,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00096,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00097,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00098,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00099,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00100,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00101,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00102,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00103,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00104,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00105,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00106,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00107,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00108,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00109,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00110,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00111,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00112,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00113,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00114,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00115,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00116,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00117,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00118,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00119,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00120,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00121,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00122,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00123,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00124,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00125,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00126,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00127,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00128,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00129,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00130,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00131,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00132,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00133,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00134,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00135,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00136,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00137,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00138,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00139,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00140,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00141,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00142,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00143,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00144,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00145,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00146,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00147,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00148,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00149,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00150,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00151,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00152,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00153,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00154,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00155,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00156,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00157,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00158,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00159,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00160,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00161,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00162,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00163,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00164,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00165,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00166,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00167,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00168,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00169,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00170,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00171,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00172,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00173,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00174,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00175,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00176,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00177,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00178,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00179,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00180,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00181,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00182,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00183,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00184,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00185,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00186,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00187,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00188,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00189,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00190,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00191,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00192,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00193,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00194,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00195,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00196,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00197,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00198,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00199,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00200,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00201,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00202,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00203,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00204,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00205,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00206,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00207,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00208,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00209,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00210,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00211,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00212,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
RGI2000-v7.0-G-17-00213,0,LE07_L1TP_232094_20010311_20230401_02_T1,2001-03-11,,Rodrigo Aguayo
