rgi_id,auto_term,lake_level,image_id,notes,image_date,contributor,inventory_doi,lake_terminating_level,comments
RGI2000-v7.0-G-15-00000,,,,,,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00001,,,,,,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00002,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00003,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00004,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00005,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00006,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00007,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00008,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00009,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00010,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00011,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00012,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00013,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00014,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00015,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00016,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00017,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00018,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00019,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00020,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00021,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00022,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00023,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00024,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00025,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00026,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00027,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00028,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00029,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00030,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00031,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00032,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00033,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00034,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00035,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00036,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00037,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00038,,,,,,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00039,,,,,,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00040,,,,,,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00041,,,,,,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00042,,,,,,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00043,,,,,,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00044,,,,,,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00045,,,,,,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00046,,,,,,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00047,,,,,,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00048,,,,,,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00049,,,,,,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00050,,,,,,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00051,,,,,,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00052,,,,,,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00053,,,,,,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00054,,,,,,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00055,,,,,,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00056,,,,,,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00057,,,,,,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00058,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00059,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00060,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00061,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00062,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00063,,,,,,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00064,,,,,,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00065,,,,,,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00066,,,,,,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00067,,,,,,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00068,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00069,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00070,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00071,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00072,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00073,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00074,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00075,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00076,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00077,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00078,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00079,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00080,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00081,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00082,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00083,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00084,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00085,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00086,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00087,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00088,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00089,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00090,,,,,,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00091,,,,,,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00092,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00093,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00094,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00095,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00096,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00097,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00098,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00099,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00100,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00101,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00102,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00103,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00104,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00105,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00106,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00107,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00108,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00109,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00110,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00111,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00112,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00113,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00114,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00115,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00116,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00117,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00118,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00119,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00120,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00121,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00122,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00123,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00124,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00125,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00126,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00127,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00128,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00129,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00130,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00131,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00132,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00133,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00134,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00135,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00136,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00137,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00138,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00139,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00140,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00141,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00142,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00143,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00144,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00145,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00146,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00147,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00148,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00149,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00150,,,,,,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00151,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00152,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00153,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00154,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00155,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00156,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00157,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00158,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00159,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00160,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00161,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00162,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00163,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00164,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00165,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00166,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00167,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00168,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
RGI2000-v7.0-G-15-00169,,,LE07_L2SP_146038_20011011_20200917_02_T1_SR_B2,,11/10/2001,Steiner,doi:10.5194/essd-12-2169-2020,0.0,
